State,Year,Quarter,District,RegisteredUser,AppOpens
Rajasthan,2022,Q3 (Jul - Sep),bhilwara district,971352,111039026
Rajasthan,2022,Q3 (Jul - Sep),banswara district,211215,35678679
Rajasthan,2022,Q3 (Jul - Sep),dungarpur district,191535,24648975
Rajasthan,2022,Q3 (Jul - Sep),tonk district,479568,54127045
Rajasthan,2022,Q3 (Jul - Sep),jodhpur district,1517702,254120726
Rajasthan,2022,Q3 (Jul - Sep),karauli district,370379,27073093
Rajasthan,2022,Q3 (Jul - Sep),udaipur district,908034,80374530
Rajasthan,2022,Q3 (Jul - Sep),dausa district,646611,19935199
Rajasthan,2022,Q3 (Jul - Sep),nagaur district,1001401,186521136
Rajasthan,2022,Q3 (Jul - Sep),bharatpur district,799601,23295084
Rajasthan,2022,Q3 (Jul - Sep),barmer district,714466,287879403
Rajasthan,2022,Q3 (Jul - Sep),ajmer district,1050146,99619646
Rajasthan,2022,Q3 (Jul - Sep),chittorgarh district,520793,62711300
Rajasthan,2022,Q3 (Jul - Sep),hanumangarh district,438430,303886660
Rajasthan,2022,Q3 (Jul - Sep),pratapgarh district,140123,32602291
Rajasthan,2022,Q3 (Jul - Sep),sawai madhopur district,461840,32215728
Rajasthan,2022,Q3 (Jul - Sep),jalore district,436182,67230900
Rajasthan,2022,Q3 (Jul - Sep),bikaner district,819523,250765934
Rajasthan,2022,Q3 (Jul - Sep),sikar district,1133443,61228825
Rajasthan,2022,Q3 (Jul - Sep),dholpur district,237489,19098756
Rajasthan,2022,Q3 (Jul - Sep),sirohi district,289792,29876298
Rajasthan,2022,Q3 (Jul - Sep),rajsamand district,317247,43640347
Rajasthan,2022,Q3 (Jul - Sep),jaisalmer district,256162,163060522
Rajasthan,2022,Q3 (Jul - Sep),bundi district,324032,38644499
Rajasthan,2022,Q3 (Jul - Sep),jhalawar district,370638,49646877
Rajasthan,2022,Q3 (Jul - Sep),alwar district,1755844,56486270
Rajasthan,2022,Q3 (Jul - Sep),kota district,982248,34674075
Rajasthan,2022,Q3 (Jul - Sep),jhunjhunu district,839052,38191893
Rajasthan,2022,Q4 (Oct - Dec),pali district,641377,37823446
Rajasthan,2022,Q4 (Oct - Dec),ganganagar district,639140,41572688
Rajasthan,2022,Q4 (Oct - Dec),churu district,659182,34536777
Rajasthan,2022,Q4 (Oct - Dec),jaipur district,5975863,302929885
Rajasthan,2022,Q4 (Oct - Dec),baran district,320431,17042993
Rajasthan,2022,Q4 (Oct - Dec),bhilwara district,1017032,71900538
Rajasthan,2022,Q4 (Oct - Dec),banswara district,220126,13983897
Rajasthan,2022,Q4 (Oct - Dec),dungarpur district,199320,10652699
Rajasthan,2022,Q4 (Oct - Dec),tonk district,501573,29169650
Rajasthan,2022,Q4 (Oct - Dec),jodhpur district,1583620,94660470
Rajasthan,2022,Q4 (Oct - Dec),karauli district,388010,19877087
Rajasthan,2022,Q4 (Oct - Dec),udaipur district,949767,57456129
Rajasthan,2022,Q4 (Oct - Dec),dausa district,678693,33124667
Rajasthan,2022,Q4 (Oct - Dec),nagaur district,1043562,66793982
Rajasthan,2022,Q4 (Oct - Dec),bharatpur district,839280,31088388
Rajasthan,2022,Q4 (Oct - Dec),barmer district,742793,59090917
Rajasthan,2022,Q4 (Oct - Dec),ajmer district,1097266,73340646
Rajasthan,2022,Q4 (Oct - Dec),chittorgarh district,544856,36614779
Rajasthan,2022,Q4 (Oct - Dec),hanumangarh district,459397,29067836
Rajasthan,2022,Q4 (Oct - Dec),pratapgarh district,146311,10020826
Rajasthan,2022,Q4 (Oct - Dec),sawai madhopur district,484318,24244979
Rajasthan,2022,Q4 (Oct - Dec),jalore district,454009,26134282
Rajasthan,2022,Q4 (Oct - Dec),bikaner district,856385,51898443
Rajasthan,2022,Q4 (Oct - Dec),sikar district,1185927,64102564
Rajasthan,2022,Q4 (Oct - Dec),dholpur district,249028,13787272
Rajasthan,2022,Q4 (Oct - Dec),sirohi district,302852,16427206
Rajasthan,2022,Q4 (Oct - Dec),rajsamand district,331406,24301610
Rajasthan,2022,Q4 (Oct - Dec),jaisalmer district,266118,23450979
Rajasthan,2022,Q4 (Oct - Dec),bundi district,339186,19235443
Rajasthan,2022,Q4 (Oct - Dec),jhalawar district,387978,23347051
Rajasthan,2022,Q4 (Oct - Dec),alwar district,1843138,86723515
Rajasthan,2022,Q4 (Oct - Dec),kota district,1031196,51410929
Rajasthan,2022,Q4 (Oct - Dec),jhunjhunu district,876787,41612351
Rajasthan,2023,Q1 (Jan - Mar),pali district,670709,97423805
Rajasthan,2023,Q1 (Jan - Mar),ganganagar district,667880,545740376
Rajasthan,2023,Q1 (Jan - Mar),churu district,689946,85679770
Rajasthan,2023,Q1 (Jan - Mar),jaipur district,6247095,102771783
Rajasthan,2023,Q1 (Jan - Mar),baran district,336236,45403825
Rajasthan,2023,Q1 (Jan - Mar),bhilwara district,1065499,117006840
Rajasthan,2023,Q1 (Jan - Mar),banswara district,230384,50426578
Rajasthan,2023,Q1 (Jan - Mar),dungarpur district,208688,34247381
Rajasthan,2023,Q1 (Jan - Mar),tonk district,525758,63339041
Rajasthan,2023,Q1 (Jan - Mar),jodhpur district,1654436,298701684
Rajasthan,2023,Q1 (Jan - Mar),karauli district,407145,33413116
Rajasthan,2023,Q1 (Jan - Mar),udaipur district,992940,98423214
Rajasthan,2023,Q1 (Jan - Mar),dausa district,711545,24433964
Rajasthan,2023,Q1 (Jan - Mar),nagaur district,1091225,202610481
Rajasthan,2023,Q1 (Jan - Mar),bharatpur district,880577,28230243
Rajasthan,2023,Q1 (Jan - Mar),barmer district,776885,331816674
Rajasthan,2023,Q1 (Jan - Mar),ajmer district,1146113,103236511
Rajasthan,2023,Q1 (Jan - Mar),chittorgarh district,570826,73293194
Rajasthan,2023,Q1 (Jan - Mar),hanumangarh district,480902,324415689
Rajasthan,2023,Q1 (Jan - Mar),pratapgarh district,153524,39345331
Rajasthan,2023,Q1 (Jan - Mar),sawai madhopur district,508180,35983980
Rajasthan,2023,Q1 (Jan - Mar),jalore district,474939,79824084
Rajasthan,2023,Q1 (Jan - Mar),bikaner district,895948,284191045
Rajasthan,2023,Q1 (Jan - Mar),sikar district,1241633,63528752
Rajasthan,2023,Q1 (Jan - Mar),dholpur district,261343,24774189
Rajasthan,2023,Q1 (Jan - Mar),sirohi district,316745,39369927
Rajasthan,2023,Q1 (Jan - Mar),rajsamand district,346892,49993026
Rajasthan,2023,Q1 (Jan - Mar),jaisalmer district,277620,188778688
Rajasthan,2023,Q1 (Jan - Mar),bundi district,355631,47311708
Rajasthan,2023,Q1 (Jan - Mar),jhalawar district,406945,59392240
Rajasthan,2023,Q1 (Jan - Mar),alwar district,1931404,61673075
Rajasthan,2023,Q1 (Jan - Mar),kota district,1079455,38037137
Rajasthan,2023,Q1 (Jan - Mar),jhunjhunu district,917983,38515190
Rajasthan,2023,Q2 (Apr - Jun),pali district,700489,111112784
Rajasthan,2023,Q2 (Apr - Jun),ganganagar district,695005,557450404
Rajasthan,2023,Q2 (Apr - Jun),churu district,721780,94602712
Rajasthan,2023,Q2 (Apr - Jun),jaipur district,6490210,101281080
Rajasthan,2023,Q2 (Apr - Jun),baran district,352029,44461374
Rajasthan,2023,Q2 (Apr - Jun),bhilwara district,1112475,116319648
Rajasthan,2023,Q2 (Apr - Jun),banswara district,240901,69598435
Rajasthan,2023,Q2 (Apr - Jun),dungarpur district,218341,40098787
Rajasthan,2023,Q2 (Apr - Jun),tonk district,550458,63366212
Rajasthan,2023,Q2 (Apr - Jun),jodhpur district,1723274,328744335
Rajasthan,2023,Q2 (Apr - Jun),karauli district,426213,38564604
Rajasthan,2023,Q2 (Apr - Jun),udaipur district,1034200,111769850
Rajasthan,2023,Q2 (Apr - Jun),dausa district,743151,25490365
Rajasthan,2023,Q2 (Apr - Jun),nagaur district,1140617,233229254
Rajasthan,2023,Q2 (Apr - Jun),bharatpur district,920291,29508013
Rajasthan,2023,Q2 (Apr - Jun),barmer district,814371,357596250
Rajasthan,2023,Q2 (Apr - Jun),ajmer district,1191890,109383533
Rajasthan,2023,Q2 (Apr - Jun),chittorgarh district,596527,86858393
Rajasthan,2023,Q2 (Apr - Jun),hanumangarh district,501441,352688757
Rajasthan,2023,Q2 (Apr - Jun),pratapgarh district,161051,48811536
Rajasthan,2023,Q2 (Apr - Jun),sawai madhopur district,531040,38538927
Rajasthan,2023,Q2 (Apr - Jun),jalore district,497223,90742576
Rajasthan,2023,Q2 (Apr - Jun),bikaner district,934772,317703250
Rajasthan,2023,Q2 (Apr - Jun),sikar district,1295705,72379272
Rajasthan,2023,Q2 (Apr - Jun),dholpur district,273507,28282770
Rajasthan,2023,Q2 (Apr - Jun),sirohi district,330039,44665778
Rajasthan,2023,Q2 (Apr - Jun),rajsamand district,362498,54976050
Rajasthan,2023,Q2 (Apr - Jun),jaisalmer district,291021,199933840
Rajasthan,2023,Q2 (Apr - Jun),bundi district,372468,49994367
Rajasthan,2023,Q2 (Apr - Jun),jhalawar district,426153,66031386
Rajasthan,2023,Q2 (Apr - Jun),alwar district,2015122,62529380
Rajasthan,2023,Q2 (Apr - Jun),kota district,1123468,45574539
Rajasthan,2023,Q2 (Apr - Jun),jhunjhunu district,957879,40711827
Rajasthan,2023,Q3 (Jul - Sep),pali district,730031,114579950
Rajasthan,2023,Q3 (Jul - Sep),ganganagar district,722798,512965336
Rajasthan,2023,Q3 (Jul - Sep),churu district,753559,120081326
Rajasthan,2023,Q3 (Jul - Sep),jaipur district,6745507,88138968
Rajasthan,2023,Q3 (Jul - Sep),baran district,368285,54916793
Rajasthan,2023,Q3 (Jul - Sep),bhilwara district,1161222,123204454
Rajasthan,2023,Q3 (Jul - Sep),banswara district,251467,77554711
Rajasthan,2023,Q3 (Jul - Sep),dungarpur district,227663,57792491
Rajasthan,2023,Q3 (Jul - Sep),tonk district,575238,59135745
Rajasthan,2023,Q3 (Jul - Sep),jodhpur district,1793526,340883710
Rajasthan,2023,Q3 (Jul - Sep),karauli district,444935,43455810
Rajasthan,2023,Q3 (Jul - Sep),udaipur district,1075658,135031777
Rajasthan,2023,Q3 (Jul - Sep),dausa district,776364,20580287
Rajasthan,2023,Q3 (Jul - Sep),nagaur district,1190241,248122285
Rajasthan,2023,Q3 (Jul - Sep),bharatpur district,961681,63482900
Rajasthan,2023,Q3 (Jul - Sep),barmer district,850293,400237829
Rajasthan,2023,Q3 (Jul - Sep),ajmer district,1240780,183736410
Rajasthan,2023,Q3 (Jul - Sep),chittorgarh district,622349,86502458
Rajasthan,2023,Q3 (Jul - Sep),hanumangarh district,522619,362030658
Rajasthan,2023,Q3 (Jul - Sep),pratapgarh district,168793,60919555
Rajasthan,2023,Q3 (Jul - Sep),sawai madhopur district,554740,41740350
Rajasthan,2023,Q3 (Jul - Sep),jalore district,518035,93136203
Rajasthan,2023,Q3 (Jul - Sep),bikaner district,974753,362977425
Rajasthan,2023,Q3 (Jul - Sep),sikar district,1350861,57455590
Rajasthan,2023,Q3 (Jul - Sep),dholpur district,285692,35034202
Rajasthan,2023,Q3 (Jul - Sep),sirohi district,343786,71505446
Rajasthan,2023,Q3 (Jul - Sep),rajsamand district,378133,64002782
Rajasthan,2023,Q3 (Jul - Sep),jaisalmer district,303744,225295537
Rajasthan,2023,Q3 (Jul - Sep),bundi district,389057,55870845
Rajasthan,2023,Q3 (Jul - Sep),jhalawar district,446144,63490116
Rajasthan,2023,Q3 (Jul - Sep),alwar district,2100632,68857107
Rajasthan,2023,Q3 (Jul - Sep),kota district,1170118,40526891
Rajasthan,2023,Q3 (Jul - Sep),jhunjhunu district,998478,26060916
Sikkim,2018,Q1 (Jan - Mar),south district,3679,0
Sikkim,2018,Q1 (Jan - Mar),west district,2048,0
Sikkim,2018,Q1 (Jan - Mar),east district,12749,0
Sikkim,2018,Q1 (Jan - Mar),north district,1575,0
Sikkim,2018,Q2 (Apr - Jun),south district,5147,0
Sikkim,2018,Q2 (Apr - Jun),west district,2868,0
Sikkim,2018,Q2 (Apr - Jun),east district,17767,0
Sikkim,2018,Q2 (Apr - Jun),north district,2315,0
Sikkim,2018,Q3 (Jul - Sep),south district,6943,0
Sikkim,2018,Q3 (Jul - Sep),west district,4042,0
Sikkim,2018,Q3 (Jul - Sep),east district,23460,0
Sikkim,2018,Q3 (Jul - Sep),north district,3192,0
Sikkim,2018,Q4 (Oct - Dec),south district,8992,0
Sikkim,2018,Q4 (Oct - Dec),west district,5328,0
Sikkim,2018,Q4 (Oct - Dec),east district,29948,0
Sikkim,2018,Q4 (Oct - Dec),north district,4270,0
Sikkim,2019,Q1 (Jan - Mar),south district,11031,0
Sikkim,2019,Q1 (Jan - Mar),west district,6479,0
Sikkim,2019,Q1 (Jan - Mar),east district,36124,0
Sikkim,2019,Q1 (Jan - Mar),north district,5322,0
Sikkim,2019,Q2 (Apr - Jun),south district,13547,77140
Sikkim,2019,Q2 (Apr - Jun),west district,8064,46084
Sikkim,2019,Q2 (Apr - Jun),east district,43048,238494
Sikkim,2019,Q2 (Apr - Jun),north district,6340,36802
Sikkim,2019,Q3 (Jul - Sep),south district,16016,280590
Sikkim,2019,Q3 (Jul - Sep),west district,9481,144701
Sikkim,2019,Q3 (Jul - Sep),east district,49404,754830
Sikkim,2019,Q3 (Jul - Sep),north district,7227,136683
Sikkim,2019,Q4 (Oct - Dec),south district,18461,329447
Sikkim,2019,Q4 (Oct - Dec),west district,11078,178799
Sikkim,2019,Q4 (Oct - Dec),east district,55340,889132
Sikkim,2019,Q4 (Oct - Dec),north district,8093,154626
Sikkim,2020,Q1 (Jan - Mar),south district,21043,363778
Sikkim,2020,Q1 (Jan - Mar),west district,12746,206588
Sikkim,2020,Q1 (Jan - Mar),east district,61820,973818
Sikkim,2020,Q1 (Jan - Mar),north district,9022,152979
Sikkim,2020,Q2 (Apr - Jun),south district,24768,391248
Sikkim,2020,Q2 (Apr - Jun),west district,15082,272075
Sikkim,2020,Q2 (Apr - Jun),east district,69829,1057180
Sikkim,2020,Q2 (Apr - Jun),north district,10242,191832
Sikkim,2020,Q3 (Jul - Sep),south district,28038,435098
Sikkim,2020,Q3 (Jul - Sep),west district,17400,289152
Sikkim,2020,Q3 (Jul - Sep),east district,78018,1205412
Sikkim,2020,Q3 (Jul - Sep),north district,11317,226808
Sikkim,2020,Q4 (Oct - Dec),south district,31055,487764
Sikkim,2020,Q4 (Oct - Dec),west district,19217,307094
Sikkim,2020,Q4 (Oct - Dec),east district,85770,1393562
Sikkim,2020,Q4 (Oct - Dec),north district,12501,290250
Sikkim,2021,Q1 (Jan - Mar),south district,33490,549002
Sikkim,2021,Q1 (Jan - Mar),west district,20769,329949
Sikkim,2021,Q1 (Jan - Mar),east district,92502,1635704
Sikkim,2021,Q1 (Jan - Mar),north district,13452,280676
Sikkim,2021,Q2 (Apr - Jun),south district,35900,967570
Sikkim,2021,Q2 (Apr - Jun),west district,22352,824607
Sikkim,2021,Q2 (Apr - Jun),east district,99077,1747714
Sikkim,2021,Q2 (Apr - Jun),north district,14411,1001230
Sikkim,2021,Q3 (Jul - Sep),south district,38616,1144641
Sikkim,2021,Q3 (Jul - Sep),west district,24132,1053092
Sikkim,2021,Q3 (Jul - Sep),east district,106352,2217368
Sikkim,2021,Q3 (Jul - Sep),north district,15593,1299464
Sikkim,2021,Q4 (Oct - Dec),south district,41311,1156897
Sikkim,2021,Q4 (Oct - Dec),west district,25834,686418
Sikkim,2021,Q4 (Oct - Dec),east district,113537,3108229
Sikkim,2021,Q4 (Oct - Dec),north district,16725,574008
Sikkim,2022,Q1 (Jan - Mar),south district,43881,2776181
Sikkim,2022,Q1 (Jan - Mar),west district,27594,3049668
Sikkim,2022,Q1 (Jan - Mar),east district,120360,3384215
Sikkim,2022,Q1 (Jan - Mar),north district,17781,3230129
Sikkim,2022,Q2 (Apr - Jun),south district,46351,3490586
Sikkim,2022,Q2 (Apr - Jun),west district,29184,4031393
Sikkim,2022,Q2 (Apr - Jun),east district,126666,4759136
Sikkim,2022,Q2 (Apr - Jun),north district,18793,4712822
Sikkim,2022,Q3 (Jul - Sep),south district,48673,4041078
Sikkim,2022,Q3 (Jul - Sep),west district,30513,4964725
Sikkim,2022,Q3 (Jul - Sep),east district,133152,5164204
Sikkim,2022,Q3 (Jul - Sep),north district,19687,4578529
Sikkim,2022,Q4 (Oct - Dec),south district,50716,2045443
Sikkim,2022,Q4 (Oct - Dec),west district,31605,1253670
Sikkim,2022,Q4 (Oct - Dec),east district,139175,4859711
Sikkim,2022,Q4 (Oct - Dec),north district,20472,790040
Sikkim,2023,Q1 (Jan - Mar),south district,52942,5195700
Sikkim,2023,Q1 (Jan - Mar),west district,32945,4025814
Sikkim,2023,Q1 (Jan - Mar),east district,145199,4158937
Sikkim,2023,Q1 (Jan - Mar),north district,21354,5546776
Sikkim,2023,Q2 (Apr - Jun),south district,55158,7212789
Sikkim,2023,Q2 (Apr - Jun),west district,34427,8135830
Sikkim,2023,Q2 (Apr - Jun),east district,150852,6251789
Sikkim,2023,Q2 (Apr - Jun),north district,22291,6870467
Sikkim,2023,Q3 (Jul - Sep),south district,57259,9417663
Sikkim,2023,Q3 (Jul - Sep),west district,35808,11546849
Sikkim,2023,Q3 (Jul - Sep),east district,156600,7052486
Sikkim,2023,Q3 (Jul - Sep),north district,23162,6889308
Tamil Nadu,2018,Q1 (Jan - Mar),tiruchirappalli district,62230,0
Tamil Nadu,2018,Q1 (Jan - Mar),ramanathapuram district,14636,0
Tamil Nadu,2018,Q1 (Jan - Mar),krishnagiri district,66958,0
Tamil Nadu,2018,Q1 (Jan - Mar),cuddalore district,43486,0
Tamil Nadu,2018,Q1 (Jan - Mar),kancheepuram district,136352,0
Tamil Nadu,2018,Q1 (Jan - Mar),tiruppur district,87652,0
Tamil Nadu,2018,Q1 (Jan - Mar),dharmapuri district,33682,0
Tamil Nadu,2018,Q1 (Jan - Mar),thoothukkudi district,25509,0
Tamil Nadu,2018,Q1 (Jan - Mar),thanjavur district,36258,0
Tamil Nadu,2018,Q1 (Jan - Mar),madurai district,72582,0
Tamil Nadu,2018,Q1 (Jan - Mar),tiruvannamalai district,40279,0
Tamil Nadu,2018,Q1 (Jan - Mar),salem district,88288,0
Tamil Nadu,2018,Q1 (Jan - Mar),nagapattinam district,15626,0
Tamil Nadu,2018,Q1 (Jan - Mar),tirupathur district,25242,0
Tamil Nadu,2018,Q1 (Jan - Mar),ariyalur district,9211,0
Tamil Nadu,2018,Q1 (Jan - Mar),chennai district,292004,0
Tamil Nadu,2018,Q1 (Jan - Mar),the nilgiris district,13351,0
Tamil Nadu,2018,Q1 (Jan - Mar),erode district,53761,0
Tamil Nadu,2018,Q1 (Jan - Mar),karur district,19098,0
Tamil Nadu,2018,Q1 (Jan - Mar),kallakkurichi district,20750,0
Tamil Nadu,2018,Q1 (Jan - Mar),viluppuram district,31546,0
Tamil Nadu,2018,Q1 (Jan - Mar),pudukkottai district,16067,0
Tamil Nadu,2018,Q1 (Jan - Mar),perambalur district,8476,0
Tamil Nadu,2018,Q1 (Jan - Mar),coimbatore district,170306,0
Tamil Nadu,2018,Q1 (Jan - Mar),virudhunagar district,27079,0
Tamil Nadu,2018,Q1 (Jan - Mar),dindigul district,34025,0
Tamil Nadu,2018,Q1 (Jan - Mar),sivaganga district,16919,0
Tamil Nadu,2018,Q1 (Jan - Mar),tenkasi district,15000,0
Tamil Nadu,2018,Q1 (Jan - Mar),chengalpattu district,215210,0
Tamil Nadu,2018,Q1 (Jan - Mar),kanniyakumari district,28347,0
Tamil Nadu,2018,Q1 (Jan - Mar),tirunelveli district,28006,0
Tamil Nadu,2018,Q1 (Jan - Mar),thiruvallur district,215622,0
Tamil Nadu,2018,Q1 (Jan - Mar),theni district,18253,0
Tamil Nadu,2018,Q1 (Jan - Mar),ranipet district,31107,0
Tamil Nadu,2018,Q1 (Jan - Mar),namakkal district,38529,0
Tamil Nadu,2018,Q1 (Jan - Mar),vellore district,42137,0
Tamil Nadu,2018,Q1 (Jan - Mar),thiruvarur district,11170,0
Tamil Nadu,2018,Q2 (Apr - Jun),tiruchirappalli district,91156,0
Tamil Nadu,2018,Q2 (Apr - Jun),ramanathapuram district,22157,0
Tamil Nadu,2018,Q2 (Apr - Jun),krishnagiri district,96842,0
Tamil Nadu,2018,Q2 (Apr - Jun),cuddalore district,63447,0
Tamil Nadu,2018,Q2 (Apr - Jun),kancheepuram district,188583,0
Tamil Nadu,2018,Q2 (Apr - Jun),tiruppur district,128535,0
Tamil Nadu,2018,Q2 (Apr - Jun),dharmapuri district,49703,0
Tamil Nadu,2018,Q2 (Apr - Jun),thoothukkudi district,38026,0
Tamil Nadu,2018,Q2 (Apr - Jun),thanjavur district,53239,0
Tamil Nadu,2018,Q2 (Apr - Jun),madurai district,105957,0
Tamil Nadu,2018,Q2 (Apr - Jun),tiruvannamalai district,58386,0
Tamil Nadu,2018,Q2 (Apr - Jun),salem district,126830,0
Tamil Nadu,2018,Q2 (Apr - Jun),nagapattinam district,23371,0
Tamil Nadu,2018,Q2 (Apr - Jun),tirupathur district,36233,0
Tamil Nadu,2018,Q2 (Apr - Jun),ariyalur district,14083,0
Tamil Nadu,2018,Q2 (Apr - Jun),chennai district,401349,0
Tamil Nadu,2018,Q2 (Apr - Jun),the nilgiris district,19063,0
Tamil Nadu,2018,Q2 (Apr - Jun),erode district,77385,0
Tamil Nadu,2018,Q2 (Apr - Jun),karur district,27639,0
Tamil Nadu,2018,Q2 (Apr - Jun),kallakkurichi district,30936,0
Tamil Nadu,2018,Q2 (Apr - Jun),viluppuram district,45050,0
Tamil Nadu,2018,Q2 (Apr - Jun),pudukkottai district,24385,0
Tamil Nadu,2018,Q2 (Apr - Jun),perambalur district,12343,0
Tamil Nadu,2018,Q2 (Apr - Jun),coimbatore district,244374,0
Tamil Nadu,2018,Q2 (Apr - Jun),virudhunagar district,40179,0
Tamil Nadu,2018,Q2 (Apr - Jun),dindigul district,50731,0
Tamil Nadu,2018,Q2 (Apr - Jun),sivaganga district,25789,0
Tamil Nadu,2018,Q2 (Apr - Jun),tenkasi district,22686,0
Tamil Nadu,2018,Q2 (Apr - Jun),chengalpattu district,292432,0
Tamil Nadu,2018,Q2 (Apr - Jun),kanniyakumari district,41038,0
Tamil Nadu,2018,Q2 (Apr - Jun),tirunelveli district,40760,0
Tamil Nadu,2018,Q2 (Apr - Jun),thiruvallur district,300210,0
Tamil Nadu,2018,Q2 (Apr - Jun),theni district,27112,0
Tamil Nadu,2018,Q2 (Apr - Jun),ranipet district,43481,0
Tamil Nadu,2018,Q2 (Apr - Jun),namakkal district,55375,0
Tamil Nadu,2018,Q2 (Apr - Jun),vellore district,60166,0
Tamil Nadu,2018,Q2 (Apr - Jun),thiruvarur district,17005,0
Tamil Nadu,2018,Q3 (Jul - Sep),tiruchirappalli district,119661,0
Tamil Nadu,2018,Q3 (Jul - Sep),ramanathapuram district,29985,0
Tamil Nadu,2018,Q3 (Jul - Sep),krishnagiri district,128769,0
Tamil Nadu,2018,Q3 (Jul - Sep),cuddalore district,84632,0
Tamil Nadu,2018,Q3 (Jul - Sep),kancheepuram district,239985,0
Tamil Nadu,2018,Q3 (Jul - Sep),tiruppur district,172195,0
Tamil Nadu,2018,Q3 (Jul - Sep),dharmapuri district,67318,0
Tamil Nadu,2018,Q3 (Jul - Sep),thoothukkudi district,50858,0
Tamil Nadu,2018,Q3 (Jul - Sep),thanjavur district,70116,0
